     0,     0,        6991,       95.03,   2.508e-09,           0
     0,     0,        6991,       85.07,   2.508e-09,           0
     0,     0,        6991,       75.12,   2.508e-09,           0
     0,     0,        6991,       65.18,   2.508e-09,           0
     0,     0,        6991,       55.23,   2.508e-09,           0
     0,     0,        6991,       45.27,   2.508e-09,           0
     0,     0,        6991,       35.33,   2.508e-09,           0
     0,     0,        6991,       25.38,   2.508e-09,           0
     0,     0,        6991,       15.42,   2.508e-09,           0
     0,     0,        6991,       5.475,   2.508e-09,           0
     0,     0,        2783,       95.03,   3.975e-08,           0
     0,     0,        2783,       85.07,   3.975e-08,           0
     0,     0,        2783,       75.12,   3.975e-08,           0
     0,     0,        2783,       65.18,   3.975e-08,           0
     0,     0,        2783,       55.23,   3.975e-08,           0
     0,     0,        2783,       45.27,   3.975e-08,           0
     0,     0,        2783,       35.33,   3.975e-08,           0
     0,     0,        2783,       25.38,   3.975e-08,           0
     0,     0,        2783,       15.42,   3.975e-08,           0
     0,     0,        2783,       5.475,   3.975e-08,           0
     0,     0,        1108,       95.03,   6.299e-07,           0
     0,     0,        1108,       85.07,   6.299e-07,           0
     0,     0,        1108,       75.12,   6.299e-07,           0
     0,     0,        1108,       65.18,   6.299e-07,           0
     0,     0,        1108,       55.23,   6.299e-07,           0
     0,     0,        1108,       45.27,   6.299e-07,           0
     0,     0,        1108,       35.33,   6.299e-07,           0
     0,     0,        1108,       25.38,   6.299e-07,           0
     0,     0,        1108,       15.42,   6.299e-07,           0
     0,     0,        1108,       5.475,   6.299e-07,           0
     0,     0,       441.1,       95.03,   9.984e-06,           0
     0,     0,       441.1,       85.07,   9.984e-06,           0
     0,     0,       441.1,       75.12,   9.984e-06,           0
     0,     0,       441.1,       65.18,   9.984e-06,           0
     0,     0,       441.1,       55.23,   9.984e-06,           0
     0,     0,       441.1,       45.27,   9.984e-06,           0
     0,     0,       441.1,       35.33,   9.984e-06,           0
     0,     0,       441.1,       25.38,   9.984e-06,           0
     0,     0,       441.1,       15.42,   9.984e-06,           0
     0,     0,       441.1,       5.475,   9.984e-06,           0
     0,     0,       175.6,       95.03,   0.0001582,           0
     0,     0,       175.6,       85.07,   0.0001582,           0
     0,     0,       175.6,       75.12,   0.0001582,           0
     0,     0,       175.6,       65.18,   0.0001582,           0
     0,     0,       175.6,       55.23,   0.0001582,           0
     0,     0,       175.6,       45.27,   0.0001582,           0
     0,     0,       175.6,       35.33,   0.0001582,           0
     0,     0,       175.6,       25.38,   0.0001582,           0
     0,     0,       175.6,       15.42,   0.0001582,           0
     0,     0,       175.6,       5.475,   0.0001582,           0
     0,     0,       69.91,       95.03,    0.002508,           0
     0,     0,       69.91,       85.07,    0.002508,           0
     0,     0,       69.91,       75.12,    0.002508,           0
     0,     0,       69.91,       65.18,    0.002508,           0
     0,     0,       69.91,       55.23,    0.002508,           0
     0,     0,       69.91,       45.27,    0.002508,           0
     0,     0,       69.91,       35.33,    0.002508,           0
     0,     0,       69.91,       25.38,    0.002508,           0
     0,     0,       69.91,       15.42,    0.002508,           0
     0,     0,       69.91,       5.475,    0.002508,           0
     0,     0,       27.83,       95.03,     0.03975,           0
     0,     0,       27.83,       85.07,     0.03975,           0
     0,     0,       27.83,       75.12,     0.03975,           0
     0,     0,       27.83,       65.18,     0.03975,           0
     0,     0,       27.83,       55.23,     0.03975,           0
     0,     0,       27.83,       45.27,     0.03975,           0
     0,     0,       27.83,       35.33,     0.03975,           0
     0,     0,       27.83,       25.38,     0.03975,           0
     0,     0,       27.83,       15.42,     0.03975,           0
     0,     0,       27.83,       5.475,     0.03975,           0
     0,     0,       11.08,       95.03,      0.6299,           0
     0,     0,       11.08,       85.07,      0.6299,           0
     0,     0,       11.08,       75.12,      0.6299,           0
     0,     0,       11.08,       65.18,      0.6299,           0
     0,     0,       11.08,       55.23,      0.6299,           0
     0,     0,       11.08,       45.27,      0.6299,           0
     0,     0,       11.08,       35.33,      0.6299,           0
     0,     0,       11.08,       25.38,      0.6299,           0
     0,     0,       11.08,       15.42,      0.6299,           0
     0,     0,       11.08,       5.475,      0.6299,           0
     0,     0,       4.411,       95.03,       9.984,           0
     0,     0,       4.411,       85.07,       9.984,           0
     0,     0,       4.411,       75.12,       9.984,           0
     0,     0,       4.411,       65.18,       9.984,           0
     0,     0,       4.411,       55.23,       9.984,           0
     0,     0,       4.411,       45.27,       9.984,           0
     0,     0,       4.411,       35.33,       9.984,           0
     0,     0,       4.411,       25.38,       9.984,           0
     0,     0,       4.411,       15.42,       9.984,           0
     0,     0,       4.411,       5.475,       9.984,           0
     0,     0,       1.756,       95.03,       158.2,           0
     0,     0,       1.756,       85.07,       158.2,           0
     0,     0,       1.756,       75.12,       158.2,           0
     0,     0,       1.756,       65.18,       158.2,           0
     0,     0,       1.756,       55.23,       158.2,           0
     0,     0,       1.756,       45.27,       158.2,           0
     0,     0,       1.756,       35.33,       158.2,           0
     0,     0,       1.756,       25.38,       158.2,           0
     0,     0,       1.756,       15.42,       158.2,           0
     0,     0,       1.756,       5.475,       158.2,           0
     0,     0,           0,           0,           0
     1,     0,        7037,       94.84,   2.422e-09,           0
     1,     0,        7037,       84.91,   2.422e-09,           0
     1,     0,        7037,       74.97,   2.422e-09,           0
     1,     0,        7037,       65.04,   2.422e-09,           0
     1,     0,        7037,       55.11,   2.422e-09,           0
     1,     0,        7037,       45.18,   2.422e-09,           0
     1,     0,        7037,       35.25,   2.422e-09,           0
     1,     0,        7037,       25.32,   2.422e-09,           0
     1,     0,        7037,       15.39,   2.422e-09,           0
     1,     0,        7037,       5.464,   2.422e-09,           0
     1,     0,        2807,       94.84,   3.838e-08,           0
     1,     0,        2807,       84.91,   3.838e-08,           0
     1,     0,        2807,       74.97,   3.838e-08,           0
     1,     0,        2807,       65.04,   3.838e-08,           0
     1,     0,        2807,       55.11,   3.838e-08,           0
     1,     0,        2807,       45.18,   3.838e-08,           0
     1,     0,        2807,       35.25,   3.838e-08,           0
     1,     0,        2807,       25.32,   3.838e-08,           0
     1,     0,        2807,       15.39,   3.838e-08,           0
     1,     0,        2807,       5.464,   3.838e-08,           0
     1,     0,        1120,       94.84,   6.083e-07,           0
     1,     0,        1120,       84.91,   6.083e-07,           0
     1,     0,        1120,       74.97,   6.083e-07,           0
     1,     0,        1120,       65.04,   6.083e-07,           0
     1,     0,        1120,       55.11,   6.083e-07,           0
     1,     0,        1120,       45.18,   6.083e-07,           0
     1,     0,        1120,       35.25,   6.083e-07,           0
     1,     0,        1120,       25.32,   6.083e-07,           0
     1,     0,        1120,       15.39,   6.083e-07,           0
     1,     0,        1120,       5.464,   6.083e-07,           0
     1,     0,       447.6,       94.84,   9.641e-06,           0
     1,     0,       447.6,       84.91,   9.641e-06,           0
     1,     0,       447.6,       74.97,   9.641e-06,           0
     1,     0,       447.6,       65.04,   9.641e-06,           0
     1,     0,       447.6,       55.11,   9.641e-06,           0
     1,     0,       447.6,       45.18,   9.641e-06,           0
     1,     0,       447.6,       35.25,   9.641e-06,           0
     1,     0,       447.6,       25.32,   9.641e-06,           0
     1,     0,       447.6,       15.39,   9.641e-06,           0
     1,     0,       447.6,       5.464,   9.641e-06,           0
     1,     0,         179,       94.84,   0.0001528,           0
     1,     0,         179,       84.91,   0.0001528,           0
     1,     0,         179,       74.97,   0.0001528,           0
     1,     0,         179,       65.04,   0.0001528,           0
     1,     0,         179,       55.11,   0.0001528,           0
     1,     0,         179,       45.18,   0.0001528,           0
     1,     0,         179,       35.25,   0.0001528,           0
     1,     0,         179,       25.32,   0.0001528,           0
     1,     0,         179,       15.39,   0.0001528,           0
     1,     0,         179,       5.464,   0.0001528,           0
     1,     0,       71.66,       94.84,    0.002422,           0
     1,     0,       71.66,       84.91,    0.002422,           0
     1,     0,       71.66,       74.97,    0.002422,           0
     1,     0,       71.66,       65.04,    0.002422,           0
     1,     0,       71.66,       55.11,    0.002422,           0
     1,     0,       71.66,       45.18,    0.002422,           0
     1,     0,       71.66,       35.25,    0.002422,           0
     1,     0,       71.66,       25.32,    0.002422,           0
     1,     0,       71.66,       15.39,    0.002422,           0
     1,     0,       71.66,       5.464,    0.002422,           0
     1,     0,       28.74,       94.84,     0.03838,           0
     1,     0,       28.74,       84.91,     0.03838,           0
     1,     0,       28.74,       74.97,     0.03838,           0
     1,     0,       28.74,       65.04,     0.03838,           0
     1,     0,       28.74,       55.11,     0.03838,           0
     1,     0,       28.74,       45.18,     0.03838,           0
     1,     0,       28.74,       35.25,     0.03838,           0
     1,     0,       28.74,       25.32,     0.03838,           0
     1,     0,       28.74,       15.39,     0.03838,           0
     1,     0,       28.74,       5.464,     0.03838,           0
     1,     0,       11.55,       94.84,      0.6083,           0
     1,     0,       11.55,       84.91,      0.6083,           0
     1,     0,       11.55,       74.97,      0.6083,           0
     1,     0,       11.55,       65.04,      0.6083,           0
     1,     0,       11.55,       55.11,      0.6083,           0
     1,     0,       11.55,       45.18,      0.6083,           0
     1,     0,       11.55,       35.25,      0.6083,           0
     1,     0,       11.55,       25.32,      0.6083,           0
     1,     0,       11.55,       15.39,      0.6083,           0
     1,     0,       11.55,       5.464,      0.6083,           0
     1,     0,       4.657,       94.84,       9.641,           0
     1,     0,       4.657,       84.91,       9.641,           0
     1,     0,       4.657,       74.97,       9.641,           0
     1,     0,       4.657,       65.04,       9.641,           0
     1,     0,       4.657,       55.11,       9.641,           0
     1,     0,       4.657,       45.18,       9.641,           0
     1,     0,       4.657,       35.25,       9.641,           0
     1,     0,       4.657,       25.32,       9.641,           0
     1,     0,       4.657,       15.39,       9.641,           0
     1,     0,       4.657,       5.464,       9.641,           0
     1,     0,       1.884,       94.84,       152.8,           0
     1,     0,       1.884,       84.91,       152.8,           0
     1,     0,       1.884,       74.97,       152.8,           0
     1,     0,       1.884,       65.04,       152.8,           0
     1,     0,       1.884,       55.11,       152.8,           0
     1,     0,       1.884,       45.18,       152.8,           0
     1,     0,       1.884,       35.25,       152.8,           0
     1,     0,       1.884,       25.32,       152.8,           0
     1,     0,       1.884,       15.39,       152.8,           0
     1,     0,       1.884,       5.464,       152.8,           0
     1,     0,   2.246e+13,         0.5,           0,           0
